,Top Nouns,빈도수
6530,주/NNB,2
6531,숨/NNG,2
6532,사용기매번/JX,2
6533,시간지/NNG,2
6534,소염/NNG,2
6535,사각/NNG,2
6536,매일포/NNG,2
6537,분정/NNG,2
6538,어처피/NNG,2
6539,사포/NNG,2
6540,익/VV,2
6541,진품/NNG,2
6542,어더/EC,2
6543,쪼꼼/MAG,2
6544,다단/NNG,2
6545,재구매항/NNG,2
6546,포당/NNP,2
6547,습니다개/EF,2
6548,피/VV,2
6549,좋쿠/NNG,2
6550,유리통/NNG,2
6551,넘달/VA,2
6552,용ㅋㅋ/NNG,2
6553,딸냄/NNG,2
6554,햇습니당/NNG,2
6555,으려는데/EC,2
6556,뒷부분/NNG,2
6557,갠하/VV,2
6558,늣데/EC,2
6559,으서/EC,2
6560,한달/SS,2
6561,성장기/NNG,2
6562,ㅂ디다/EF,2
6563,여요/EC,2
6564,마켓/NNG,2
6565,기소량/NNG,2
6566,꿀도/NNG,2
6567,고유/NNG,2
6568,용가지/VV,2
6569,일과/NNG,2
6570,들알/VV,2
6571,럈/VV,2
6572,사용기/SN,2
6573,초딩아/NNG,2
6574,없는/NNG,2
6575,갸/NNG,2
6576,드림/NNG,2
6577,자구/EF,2
6578,뷰/NNG,2
6579,휴유증/NNG,2
6580,딩/NNG,2
6581,관찮/VV,2
6582,앗네/EF,2
6583,포장정/NNG,2
6584,밤향/NNG,2
6585,도하/NNP,2
6586,란딩가/NNG,2
6587,반짝/MAG,2
6588,정답/NNG,2
6589,냐는/ETM,2
6590,엄마선물/NNG,2
6591,개분량/NNG,2
6592,반주/NNG,2
6593,원종/NNG,2
6594,건내/VV,2
6595,한달사용기구구굿구구굿구구굿굿/IC,2
6596,엉요/EC,2
6597,최애탬/NNG,2
6598,달달달/NNG,2
6599,현관문/NNG,2
6600,비치하/VV,2
6601,롱/NNG,2
6602,재구매낱개/NNG,2
6603,니드/NNG,2
6604,ㄹ께오/EC,2
6605,재구매매일/NNG,2
6606,ㄹ이/NNG,2
6607,하겟/VV,2
6608,더니만/EC,2
6609,히루만/NNG,2
6610,딱조/NNG,2
6611,배송고/NNG,2
6612,튀어나오/VV,2
6613,하나식/NNG,2
6614,보관도/NNG,2
6615,새싹/NNG,2
6616,간편스틱/NNG,2
6617,구매진/MAG,2
6618,엤/VV,2
6619,쳔하/VV,2
6620,먹ㅇ/NNG,2
6621,갠찬/NNG,2
6622,존재하/VV,2
6623,구/VV,2
6624,살꺼같/VV,2
6625,많/NNG,2
6626,공시/NNG,2
6627,줫/EC,2
6628,절단/NNG,2
6629,농/NNG,2
6630,욪/EC,2
6631,조/NA,2
6632,문각/NNG,2
6633,또/EC,2
6634,압축되/VV,2
6635,너/EC,2
6636,그르/VA,2
6637,필통/NNG,2
6638,조하/NNG,2
6639,배송업체/NNG,2
6640,혹/NNG,2
6641,맛조/NNG,2
6642,덩그러니/MAG,2
6643,ㅛ/VA,2
6644,은고/EC,2
6645,절대로/MAG,2
6646,꿀잼/NNG,2
6647,전제/NNG,2
6648,조그마하/VA,2
6649,기배/NNG,2
6650,보안/NNG,2
6651,금액대/NNG,2
6652,넘/EC,2
6653,빤짝/NNG,2
6654,숙취하/VV,2
6655,달사용기/VV,2
6656,ㅂ니가/EC,2
6657,사악/NNG,2
6658,거/IC,2
6659,마가루/NNG,2
6660,댁/XSN,2
6661,정돈/NNG,2
6662,밤향이/NNG,2
6663,명작/NNG,2
6664,쥐포/NNG,2
6665,개째/NNG,2
6666,낱포장/NNG,2
6667,구입햇/VV,2
6668,삿스/NNG,2
6669,쓴감/NNG,2
6670,건강위/NNG,2
6671,몰르/VV,2
6672,내/MAG,2
6673,인싸/NNG,2
6674,곤하/VA,2
6675,밑바닥/NNG,2
6676,투박하/VA,2
6677,알뜰히/MAG,2
6678,절취선/MAG,2
6679,다채롭/VA,2
6680,확실/XR,2
6681,터미널/NNG,2
6682,재발송하/VV,2
6683,되요/JX,2
6684,미세하/VA,2
6685,루/NR,2
6686,두리/NNP,2
6687,거요/EC,2
6688,쪼옥/NNG,2
6689,식이/NNG,2
6690,유사하/VA,2
6691,스틱허니/NNG,2
6692,햐/NNG,2
6693,ㅁ/VV,2
6694,곧장/MAG,2
6695,힘듬/NNG,2
6696,내드리/VV,2
6697,긴장하/VV,2
6698,꿈/NNG,2
6699,문하/NNG,2
6700,엄두/NNG,2
6701,표시선/NNG,2
6702,굿굿굿/MAG,2
6703,염/NNP,2
6704,괜시리/MAG,2
6705,답답/XR,2
6706,욧/EF,2
6707,각성/NNG,2
6708,제스탈/NNG,2
6709,구매어버이날/NNG,2
6710,송빠르/VV,2
6711,언급/NNG,2
6712,ㅛ/JX,2
6713,살꼬/NNG,2
6714,거트/EC,2
6715,중제일/NNG,2
6716,렴/NNG,2
6717,햇니/NNG,2
6718,맞이/NNG,2
6719,네욤/NNG,2
6720,종들/VV,2
6721,다만/EC,2
6722,먹자/NNG,2
6723,모둠/NNG,2
6724,절단선/NNG,2
6725,주변지/NNG,2
6726,거리/VV,2
6727,여기꿀/NNG,2
6728,향균/NNG,2
6729,찐후기/NNG,2
6730,미만/NNG,2
6731,너무너무너무너무/EC,2
6732,한개/VV,2
6733,사용기엄/NNG,2
6734,으하/VV,2
6735,가족수/NNG,2
6736,좋오/VA,2
6737,호전/NNG,2
6738,빡빡하/VA,2
6739,무리하/VV,2
6740,지난주/NNG,2
6741,만적하/VV,2
6742,다수/NNG,2
6743,사용기벌/NNG,2
6744,감격하/VV,2
6745,습미다/EF,2
6746,구입ㅋ/NNG,2
6747,북하/VV,2
6748,돼지/NNG,2
6749,예요스틱/NNG,2
6750,반값/NNG,2
6751,응/NNG,2
6752,뒤집어지/VV,2
6753,잇엇/NNG,2
6754,당섭취/NNG,2
6755,요꿀/NNG,2
6756,일하/NNG,2
6757,못되/VA,2
6758,혼/NNG,2
6759,말론/NNP,2
6760,넘잘/MAG,2
6761,술자/NNP,2
6762,닜/VV,2
6763,탁/MAG,2
6764,주리/VV,2
6765,더욱이/MAG,2
6766,좋넹/NNG,2
6767,우측/NNG,2
6768,쉬이/MAG,2
6769,지인통/NNG,2
6770,남성/NNG,2
6771,찌/NNG,2
6772,감탄포장/NNG,2
6773,과민성/NNG,2
6774,뷰쓰/NNG,2
6775,자나/EF,2
6776,상세페이지/NNG,2
6777,성분표/NNG,2
6778,비상식량/NNG,2
6779,ㄴ다고하/EC,2
6780,이자/NNG,2
6781,ㄴ맛/NNG,2
6782,로데이/EC,2
6783,려고하/VV,2
6784,쌀집/NNG,2
6785,각양각색/NNG,2
6786,ㅛ/EF,2
6787,주조/NNG,2
6788,포장에/NNG,2
6789,으믄/EC,2
6790,사용기달달/NNG,2
6791,반포/NNG,2
6792,덧대/VV,2
6793,죠아요/EF,2
6794,엇지만/EC,2
6795,엿는데/EC,2
6796,오다가다/NNG,2
6797,사잇음/NNG,2
6798,니스틱/EC,2
6799,일/EC,2
6800,ㅁ다/EC,2
6801,고정하/VV,2
6802,이따/MAG,2
6803,좋겟/VA,2
6804,성비짱/NNG,2
6805,꿀포장/NNG,2
6806,내려오/VV,2
6807,절약되/VV,2
6808,한포/NNP,2
6809,단순하/VA,2
6810,머고/NNG,2
6811,싸하/VA,2
6812,식겁하/VV,2
6813,사/EC,2
6814,ㅢ/NNG,2
6815,지난달/NNG,2
6816,보앗/NNG,2
6817,앗/NNG,2
6818,쓰러지/VV,2
6819,모아오/VV,2
6820,귀찬/VA,2
6821,유/EF,2
6822,을면/EC,2
6823,양반/NNG,2
6824,고등/NNG,2
6825,보양/NNG,2
6826,좋겟어/EF,2
6827,반신반의/NNG,2
6828,여양/NNG,2
6829,상승/NNG,2
6830,츄릅/NNG,2
6831,항바이러스/NNG,2
6832,가량/NNG,2
6833,만간/NNG,2
6834,한결같이/MAG,2
6835,괞찮/VV,2
6836,기재되/VV,2
6837,감동ㅋ/NNG,2
6838,기올/NNG,2
6839,쓴/NNG,2
6840,되려/MAG,2
6841,어버이/NNG,2
6842,ㄹ기요/EC,2
6843,제품질/NNG,2
6844,인가구/NNG,2
6845,속쓰리/NNG,2
6846,았슈/EC,2
6847,타/EC,2
6848,술자주/NNG,2
6849,ㄹ랴구/EF,2
6850,울가족/NNG,2
6851,케익/NNG,2
6852,헛구역/NNG,2
6853,여전하/VA,2
6854,주전부리/NNG,2
6855,위내시경/NNG,2
6856,오래전/NNG,2
6857,부리/VV,2
6858,대단하/VA,2
6859,미우새/NNP,2
6860,김종국/NNP,2
6861,보충제/NNG,2
6862,버/NNB,2
6863,을꼐/EF,2
6864,이루어지/VV,2
6865,지만/NNG,2
6866,서물/NNG,2
6867,격하/VA,2
6868,근로자/NNG,2
6869,됫/VV,2
6870,세척하/VV,2
6871,앞당기/VV,2
6872,욤/VX,2
6873,맞/NNG,2
6874,밀봉되/VV,2
6875,진지하/VA,2
6876,재입고되/VV,2
6877,어쨌든/MAG,2
6878,기설선물/NNG,2
6879,아쉬/VV,2
6880,웟/VV,2
6881,느무/NNG,2
6882,ㄲㅓ/NNG,2
6883,굳/MAG,2
6884,늘/EC,2
6885,을려고/EF,2
6886,수작업/NNG,2
6887,개딱/NNG,2
6888,낙/NNG,2
6889,사소하/VA,2
6890,포장덕/NNG,2
6891,엽/NNG,2
6892,프린팅/NNG,2
6893,조정하/VV,2
6894,맛잇/NNP,2
6895,구매맛/VV,2
6896,쌉싸르하/VA,2
6897,효도하/VV,2
6898,차한잔/NNG,2
6899,터치/NNG,2
6900,꼼꼼히잘/NNG,2
6901,꿀매니아/NNG,2
6902,구용/EC,2
6903,구리/VA,2
6904,골/NNG,2
6905,ㅋ꿀/NNG,2
6906,이러하/VA,2
6907,ㄹ래요/EC,2
6908,곧바로/MAG,2
6909,만/NNP,2
6910,변함없이/MAG,2
6911,방치되/VV,2
6912,찬편/NNG,2
6913,크기비교/NNG,2
6914,기저번/NNG,2
6915,엥/NNG,2
6916,배송굿/NNG,2
6917,차먹/VV,2
6918,으라구/EC,2
6919,ㅋ그래서/NNG,2
6920,봣/EC,2
6921,ㄹ께용/EF,2
6922,사향벌꿀/NNG,2
6923,후덜덜하/VA,2
6924,욧/EC,2
6925,에너지업/NNG,2
6926,편라하/VV,2
6927,빡/MAG,2
6928,최근꺼/NNG,2
6929,홍삼꿀/NNG,2
6930,빼고/NNG,2
6931,드렷어요/EC,2
6932,욪/NNG,2
6933,임의/NNG,2
6934,조차/JX,2
6935,하루견과/NNG,2
6936,닏/NNG,2
6937,치만/EC,2
6938,아카시아개/NNG,2
6939,피나무개/MAG,2
6940,희석/NNG,2
6941,계/NNG,2
6942,사용기음/NNG,2
6943,가/NA,2
6944,힘주/VV,2
6945,연구/NNG,2
6946,남겨지/VV,2
6947,별하/VV,2
6948,보름/NNG,2
6949,검은색/NNG,2
6950,빌/VV,2
6951,아옹/EF,2
6952,고무줄/NNG,2
6953,견/NNG,2
6954,당시/NNG,2
6955,들쭉날쭉하/VA,2
6956,잡수/VV,2
6957,검은/NNG,2
6958,한포당/NNP,2
6959,우려하/VV,2
6960,브랜드꺼/NNG,2
6961,구해하/VV,2
6962,잡오/VA,2
6963,스크래치/NNG,2
6964,으려구/NNG,2
6965,적정/NNG,2
6966,니딘/NNG,2
6967,안내장/NNG,2
6968,소문듣/VV,2
6969,키/NNG,2
6970,네모/NNG,2
6971,꼬막/NNG,2
6972,게습니다/EC,2
6973,상비/NNG,2
6974,한편/MAG,2
6975,따라오/VV,2
6976,신박/NNG,2
6977,편하고/JX,2
6978,그/SS,2
6979,꼼꼼히잘/VV,2
6980,아침저녁우/NNG,2
6981,의구심/NNG,2
6982,말랑말랑하/VA,2
6983,등교하/VV,2
6984,편해/VV,2
6985,소아과/NNG,2
6986,무꿀/NNG,2
6987,기피곤/NNG,2
6988,안사고/NNG,2
6989,인상되/VV,2
6990,쎄일/NNG,2
6991,가벼워지/VV,2
6992,느/EC,2
6993,맛사지/NNG,2
6994,씁쓸/NNG,2
6995,쌉/NNG,2
6996,담백하/VA,2
6997,검/NNG,2
6998,콩가루/NNG,2
6999,저/EC,2
7000,재구매말/NNG,2
7001,휴재/NNG,2
7002,만땅/NNG,2
7003,기다렷/VV,2
7004,려하/VV,2
7005,맛다/NNG,2
7006,오/EC,2
7007,테/NNG,2
7008,소화력/NNG,2
7009,벌꿀이/NNG,2
7010,양념하/VV,2
7011,시일/NNG,2
7012,간편식/NNG,2
7013,밭일/NNG,2
7014,요그릭/NNG,2
7015,기대감/NNG,2
7016,예요/EC,2
7017,진리/NNG,2
7018,ㄹ께요/NNG,2
7019,남푠/NNG,2
7020,성능/NNG,2
7021,ㄴ다던데/EC,2
7022,코팅하/VV,2
7023,다더니/EC,2
7024,ㄴ편/EC,2
7025,지만은/EC,2
7026,곡기/NNG,2
7027,마다/NNG,2
7028,지나치/VV,2
7029,나날/NNG,2
7030,후대/NNG,2
7031,직송/NNG,2
7032,단걸/EC,2
7033,긴급/NNG,2
7034,간편복/NNG,2
7035,문제없/VA,2
7036,얼/NNG,2
7037,시트러스/NNG,2
7038,공들이/VV,2
7039,떨리/VV,2
7040,돈쓰/NNG,2
7041,출퇴근하/VV,2
7042,음악/NNG,2
7043,불량하/VA,2
7044,보다/NNG,2
7045,활기차/VA,2
7046,햇네/NNG,2
7047,오호/IC,2
7048,뒤집/VV,2
7049,꿀이몸/NNG,2
7050,구매세/NNG,2
7051,뻑뻑하/VA,2
7052,띵하/VA,2
7053,구매일전/NNG,2
7054,뀰/NNG,2
7055,노/VV,2
7056,요하/VV,2
7057,조미료/NNG,2
7058,갓/NNG,2
7059,너어무/MAG,2
7060,불리우/VV,2
7061,힝/NNG,2
7062,재구매일포/NNG,2
7063,카/VV,2
7064,하나없이/MAG,2
7065,비리/NNG,2
7066,업업/NNG,2
7067,가득/NNG,2
7068,가스/NNG,2
7069,몸속/NNG,2
7070,배부르/VA,2
7071,포먹/NNG,2
7072,엇는데/NNG,2
7073,싸악/NNG,2
7074,아카시아랑/NNG,2
7075,안전히/MAG,2
7076,쥬스가/NNG,2
7077,뜯어넣/VV,2
7078,산책/NNG,2
7079,단거땡/NNG,2
7080,기약하/VV,2
7081,사선/NNG,2
7082,밥꿀/NNG,2
7083,는다길래/EC,2
7084,씁슬하/VA,2
7085,요새/MAG,2
7086,번먹/VV,2
7087,디게/MAG,2
7088,수틱/NNG,2
7089,일석삼조/NNG,2
7090,영원히/MAG,2
7091,쪼금/NNG,2
7092,상담원/NNG,2
7093,갑사/NNP,2
7094,찾아내/VV,2
7095,재구매꾸/VA,2
7096,준하/VV,2
7097,슴/EC,2
7098,쌉쌉하/VV,2
7099,기상/NNG,2
7100,쓰겁/VA,2
7101,아침잠/NNG,2
7102,꼬리/NNG,2
7103,낭패/NNG,2
7104,이다/JC,2
7105,구매회/NNG,2
7106,래/EC,2
7107,당충천/NNG,2
7108,구/NR,2
7109,으라고하/EF,2
7110,밖에서/JX,2
7111,투자/NNG,2
7112,쎈쑤/NNG,2
7113,유사/NNG,2
7114,책자/NNG,2
7115,싱크대/NNG,2
7116,요약하/VV,2
7117,ㅠㅠ/EC,2
7118,묶이/VV,2
7119,가렵/VA,2
7120,많큼/NNG,2
7121,간장/NNG,2
7122,바깥/NNG,2
7123,나이드/NNG,2
7124,습니다아/EF,2
7125,ㄴ다더니/EC,2
7126,꿀음/NNG,2
7127,넘조/VV,2
7128,강차/NNG,2
7129,계피차/NNG,2
7130,시음전/NNG,2
7131,꿀린이/NNG,2
7132,이어트/NNG,2
7133,택배비/NNG,2
7134,불안/NNG,2
7135,자부하/VV,2
7136,할/NNG,2
7137,밖에서/NNG,2
7138,요단/NNG,2
7139,절감/NNG,2
7140,클리어/NNP,2
7141,알약/NNG,2
7142,곳없이/NNG,2
7143,긋/VV,2
7144,엇는/ETM,2
7145,누낌/NNG,2
7146,스퇄/NNG,2
7147,쌉싸름하/VV,2
7148,이주/NNG,2
7149,구애/NNG,2
7150,따로따로/MAG,2
7151,과일쥬스/NNG,2
7152,신상/NNG,2
7153,습ㄴ다/EF,2
7154,꿀파우치/NNG,2
7155,반/XPN,2
7156,응용하/VV,2
7157,더니다/NNG,2
7158,가음/NNG,2
7159,쉐이커/NNG,2
7160,구매매우/NNG,2
7161,목안/NNG,2
7162,꿀찾기/NNG,2
7163,영/NA,2
7164,깔끌하/VA,2
7165,잇엇/VV,2
7166,거슬리/VV,2
7167,견주/VV,2
7168,덜컥/MAG,2
7169,기소포장/NNG,2
7170,라구하/VV,2
7171,시아/NNG,2
7172,그랫/VV,2
7173,꿀떡꿀떡/MAG,2
7174,마찬가지/NNG,2
7175,제품력/NNG,2
7176,조아요/EC,2
7177,끝내/MAG,2
7178,시장/NNG,2
7179,딴곳/NNG,2
7180,오랜/MMA,2
7181,물놀이/NNG,2
7182,수확/NNG,2
7183,강제/NNG,2
7184,랑/NNP,2
7185,흡족/NNG,2
7186,앖/VV,2
7187,권장/NNG,2
7188,네욥/EC,2
7189,여튼/EC,2
7190,준거/NNG,2
7191,대/VX,2
7192,꾸울/NNG,2
7193,씯/NNG,2
7194,매년/NNG,2
7195,안들/VV,2
7196,감편하/VV,2
7197,ㅎㅎ/VA,2
7198,배송에/NNG,2
7199,둘다/NNG,2
7200,하루벌꿀/MAG,2
7201,머/JX,2
7202,두포/MAG,2
7203,간편하고/NNG,2
7204,습니자/EC,2
7205,엄지척/MAG,2
7206,봣/JX,2
7207,하성운/NNG,2
7208,아효/EF,2
7209,듯요/NNG,2
7210,예여/NNG,2
7211,진뜩/NNG,2
7212,달이/VV,2
7213,우/IC,2
7214,조아라하/VV,2
7215,넘넘/VV,2
7216,편포장/NNG,2
7217,로얄제리/NNG,2
7218,뀨준히/NNG,2
7219,압/NNG,2
7220,표현되/VV,2
7221,빈다/EC,2
7222,살아/NNG,2
7223,저희/NNG,2
7224,끓/VV,2
7225,만만하/VA,2
7226,전주/NNG,2
7227,세여/EC,2
7228,적용/NNG,2
7229,차에/NNG,2
7230,너무빨리/NNG,2
7231,간질간질하/VV,2
7232,뭔/MMD,2
7233,시나몬/NNG,2
7234,맞벌이/NNG,2
7235,기첫/NNG,2
7236,않먹/VV,2
7237,대상/NNG,2
7238,영양식/NNG,2
7239,조/NR,2
7240,셧습니다/EC,2
7241,아카시아통/NNG,2
7242,야생화통/NNG,2
7243,꿀꿀꿀/NNG,2
7244,요대/NNG,2
7245,입력/NNG,2
7246,제질/NNG,2
7247,개하/VA,2
7248,술한잔/NNG,2
7249,해장되/VV,2
7250,온덕/NNG,2
7251,파손없이/NNG,2
7252,무사/NNG,2
7253,가이드/NNG,2
7254,대추채/NNG,2
7255,원/SW,2
7256,덧/NNG,2
7257,보다가/NNG,2
7258,데서/EC,2
7259,표장/NNG,2
7260,ㄹ려구오/EC,2
7261,야생화랑/NNG,2
7262,달아보/VV,2
7263,농축액/NNG,2
7264,여담/NNG,2
7265,자연식품/NNG,2
7266,레/NNG,2
7267,굴굿굿구웃굿굿/EC,2
7268,을랍니다/EC,2
7269,효녀/NNG,2
7270,감초/NNG,2
7271,박스테잎/NNG,2
7272,제일/NNG,2
7273,골프가/NNG,2
7274,렷어요/NNG,2
7275,첫찌/NNG,2
7276,햐요/NNG,2
7277,곁들/VV,2
7278,작품/NNG,2
7279,렷습니다/NNG,2
7280,냉하/VA,2
7281,치과/NNG,2
7282,골치/NNG,2
7283,단박/NNG,2
7284,바이허니/NNG,2
7285,음돠/EC,2
7286,아아/IC,2
7287,전형/NNG,2
7288,ㅂ네/EF,2
7289,매매달/EC,2
7290,주구매/NNG,2
7291,여겨보/VV,2
7292,욯/SS,2
7293,낳/VV,2
7294,쇼/NNG,2
7295,깨끗히/MAG,2
7296,빈통/NNG,2
7297,가입/NNG,2
7298,구매쿠팡/NNG,2
7299,등원/NNG,2
7300,넘넘넘/NNG,2
7301,너뮤/MAG,2
7302,벙어리/NNG,2
7303,싸매/VV,2
7304,꿀한/VV,2
7305,고딸아이/NNG,2
7306,괜/VV,2
7307,구매남친/NNG,2
7308,봏/VA,2
7309,분포장/NNG,2
7310,겟하/VV,2
7311,ㅋ향/NNG,2
7312,본/NNG,2
7313,사용기당/NNG,2
7314,앙증/NNG,2
7315,달하이/EC,2
7316,토종꿀/NNG,2
7317,가지맛/NNG,2
7318,악력/NNG,2
7319,태/VV,2
7320,백설기/NNG,2
7321,기운나/VV,2
7322,은대/NNG,2
7323,왓네/NNG,2
7324,ㄹ려다/EC,2
7325,희/NNG,2
7326,앞면/NNG,2
7327,포중/NNG,2
7328,센티/NNG,2
7329,잇몸/NNG,2
7330,배출/NNG,2
7331,아욯/EC,2
7332,갇/VV,2
7333,조리/NNG,2
7334,사럽오/VV,2
7335,요구하/VV,2
7336,기전부/NNG,2
7337,참편하/VV,2
7338,냥/NNG,2
7339,싯/NNG,2
7340,야상/NNG,2
7341,관하/VV,2
7342,ㄹ랍니다/EC,2
7343,포장고/NNG,2
7344,승진/NNG,2
7345,후대하/VV,2
7346,산적/NNG,2
7347,절이/VV,2
7348,꾸준히잘/NNG,2
7349,ㅠㅠ/NNP,2
7350,햏/VV,2
7351,저먹/VV,2
7352,우리신랑/NNG,2
7353,다시/NNG,2
7354,삼십/NR,2
7355,ㅠㅠ/EF,2
7356,다이어트시/NNG,2
7357,나하/VV,2
7358,죽/NNG,2
7359,시이즈/NNG,2
7360,좋타/NNG,2
7361,깨끗이/MAG,2
7362,져/EF,2
7363,쌉쌀달콤하/VV,2
7364,어떻하/VV,2
7365,에욧/EF,2
7366,목록/NNG,2
7367,출/NNG,2
7368,ㄴ서/NNG,2
7369,지나다니/VV,2
7370,맛굿/NNG,2
7371,포장뽁뽁이/NNG,2
7372,여기껏/NNG,2
7373,저번달/NNG,2
7374,동료분/NNG,2
7375,화사/NNG,2
7376,ㅂ니덩/EC,2
7377,선물주/NNG,2
7378,굳굳/NNP,2
7379,모드/NNG,2
7380,쪼끄만하/VA,2
7381,벉재/NNG,2
7382,세오/EF,2
7383,듭니딘/NNG,2
7384,케어하/VV,2
7385,욯/EC,2
7386,통은/NNG,2
7387,추가금/NNG,2
7388,꿀아카시아/NNG,2
7389,멘붕/NNG,2
7390,넹/EC,2
7391,멋들어지/VA,2
7392,ㅂ니딘/EC,2
7393,설명란/NNG,2
7394,을겥요/EC,2
7395,백안/NNG,2
7396,뽁/NNG,2
7397,목상태/NNG,2
7398,조의금/NNG,2
7399,굿이/NNG,2
7400,ㅓ/EC,2
7401,승질/NNG,2
7402,성면/NNG,2
7403,전파하/VV,2
7404,알아주/VV,2
7405,머키/NNG,2
7406,시/VV,2
7407,습니닷/NNG,2
7408,당거땡/NNG,2
7409,출출하/VV,2
7410,허니올/NNG,2
7411,반면/NNG,2
7412,샤서/EC,2
7413,드라마틱하/VA,2
7414,홀딱/MAG,2
7415,든데/EC,2
7416,대신/MAG,2
7417,식용유/NNG,2
7418,연구하/VV,2
7419,홀릭/NNG,2
7420,라두/JX,2
7421,엇습니다/EC,2
7422,따끔/MAG,2
7423,가기/NNG,2
7424,지겟스/NNG,2
7425,졸업식/NNG,2
7426,사용기겨울철/NNG,2
7427,곶감/NNG,2
7428,구입조/NNG,2
7429,벌어지/VV,2
7430,아가씨/NNG,2
7431,허/XSA,2
7432,존경하/VV,2
7433,헤헤/MAG,2
7434,꼼꼼히하/VV,2
7435,케어/NNG,2
7436,먹가/NNG,2
7437,재구매설/NNG,2
7438,편스틱/NNG,2
7439,인분/NNB,2
7440,위쪽/NNG,2
7441,두근두근/MAG,2
7442,쪼매/VV,2
7443,찌그리/VV,2
7444,그분/NP,2
7445,뿧/VV,2
7446,더라고/EC,2
7447,브런치/NNP,2
7448,삿/VA,2
7449,적어도/MAG,2
7450,이뽀/NNG,2
7451,지키미/NNG,2
7452,중화/NNG,2
7453,좋앙르/NNG,2
7454,ㅔ요/NNG,2
7455,건조/NNG,2
7456,메모하/VV,2
7457,만/VV,2
7458,기면/NNG,2
7459,샘플꿀/NNP,2
7460,새언니/NNG,2
7461,좋개/VV,2
7462,구세트/NNP,2
7463,판촉물/NNG,2
7464,직딩/NNG,2
7465,려는/ETM,2
7466,산건대/NNG,2
7467,상태도/NNG,2
7468,꿀맞/VV,2
7469,지분/NNG,2
7470,상의/NNG,2
7471,호감/NNG,2
7472,가격선/NNG,2
7473,ㄹ건대/EC,2
7474,텍스트/NNG,2
7475,식용/NNG,2
7476,통일/NNG,2
7477,살래/NNG,2
7478,큰댁/NNG,2
7479,사용기딸/NNG,2
7480,예/IC,2
7481,포장고급/NNG,2
7482,몸보신/NNG,2
7483,맛보기개/NNG,2
7484,훠/NNG,2
7485,얼씬/MAG,2
7486,저아/NNG,2
7487,거리/NNB,2
7488,스벅/NNG,2
7489,구매구/NNG,2
7490,가슴/NNG,2
7491,먗/NNG,2
7492,매수/NNG,2
7493,테두리/NNG,2
7494,인쇄되/VV,2
7495,안경/NNG,2
7496,거주하/VV,2
7497,이고/JC,2
7498,아쉬워하/VV,2
7499,꿀범벅/NNG,2
7500,포랑/NNG,2
7501,기편하/VV,2
7502,쩍/MAG,2
7503,리터/NNG,2
7504,무맛/NNG,2
7505,고급지네/NNG,2
7506,꿀사랑/NNG,2
7507,다더라구/EF,2
7508,깔꼼/NNG,2
7509,뽕뽕/NNG,2
7510,그치/NNG,2
7511,치만/NNG,2
7512,막둥이/NNG,2
7513,가용/NNG,2
7514,퀴즈/NNG,2
7515,일일히/MAG,2
7516,사용기원래/NNG,2
7517,않는/NNG,2
7518,씁쓰름하/VV,2
7519,뮤/NNG,2
7520,ㅋ포/NNG,2
7521,퍼센트/NNG,2
7522,만족이/NNG,2
7523,에쏙/NNG,2
7524,섭스/NNG,2
7525,해체하/VV,2
7526,작은편/NNG,2
7527,쌤플/EC,2
7528,져요/NNG,2
7529,제시간/NNG,2
7530,세밀하/VA,2
7531,습ㄴ/EF,2
7532,부/NNG,2
7533,구매남/NNG,2
7534,스승의나/NNG,2
7535,마땅히/MAG,2
7536,반웅/NNG,2
7537,서칭/NNG,2
7538,태어나/VV,2
7539,양봉장/NNG,2
7540,이희철/NNG,2
7541,넓어지/VV,2
7542,포진/NNG,2
7543,짜/JX,2
7544,애먹/VV,2
7545,요금/NNG,2
7546,어거/EC,2
7547,조아/MAG,2
7548,통꿀/NNG,2
7549,돟/NNG,2
7550,확인되/VV,2
7551,아카시화/NNG,2
7552,평보/NNG,2
7553,소견/NNG,2
7554,배송괴/NNG,2
7555,꿀맛정말/NNG,2
7556,꾸준이/NNG,2
7557,보더/NNG,2
7558,삿어/NNG,2
7559,영/EF,2
7560,한두봉/NNP,2
7561,쬐끔/MAG,2
7562,모친/NNG,2
7563,징징/MAG,2
7564,순수하/VA,2
7565,퍼내/VV,2
7566,날/XPN,2
7567,훌룡하/VV,2
7568,영업직/NNG,2
7569,팡팡/MAG,2
7570,으때/EC,2
7571,추/VV,2
7572,ㅇ니/EF,2
7573,진퉁/NNG,2
7574,콕/MAG,2
7575,이중포장/NNG,2
7576,습ㄴ다/EC,2
7577,란/NNG,2
7578,가이드라인/NNG,2
7579,준히/JX,2
7580,왕왕/MAG,2
7581,읺/VV,2
7582,아라하/EP,2
7583,밥안/NNG,2
7584,둘째/NNG,2
7585,폼/NNG,2
7586,놧/VV,2
7587,재주문각/NNG,2
7588,구매오늘/NNG,2
7589,구매장/NNG,2
7590,각나/VV,2
7591,삿네/NNG,2
7592,포지/NNG,2
7593,사용감/NNG,2
7594,케/NNG,2
7595,누나/NNG,2
7596,찐득찐득/NNG,2
7597,쿨/NNG,2
7598,초등아이/NNG,2
7599,꿀티/NNG,2
7600,ㅋㅋㅋ/EC,2
7601,인간/NNG,2
7602,개싹/NNG,2
7603,준/NNG,2
7604,롯데택배/NNG,2
7605,찌인/NNG,2
7606,강화하/VV,2
7607,어여/VV,2
7608,나다/NNG,2
